;0
2015-01-31;1.2034731352481494
2015-02-28;1.1987909383891528
2015-03-31;1.203388296405248
2015-04-30;1.2881073457361696
2015-05-31;1.2796777124684942
2015-06-30;1.205287751367686
2015-07-31;0.9110935186744699
2015-08-31;0.8159284258834112
2015-09-30;0.7992657564647568
2015-10-31;0.7750148450940298
2015-11-30;0.7002876297404518
2015-12-31;0.6903401997120726
2016-01-31;0.7248499766377667
2016-02-29;0.7358703783623003
2016-03-31;0.7337892432494616
2016-04-30;0.7323114404488094
2016-05-31;0.7392738112810718
2016-06-30;0.7320496884484587
2016-07-31;0.7499466925429379
2016-08-31;0.752626010531177
2016-09-30;0.8332243657275664
2016-10-31;0.836765009549085
2016-11-30;0.8238812085346929
2016-12-31;0.8533687542767528
2017-01-31;0.8718902416221683
2017-02-28;0.9036538874092762
2017-03-31;0.925044916402779
2017-04-30;0.937481755767029
2017-05-31;0.9580925589810901
2017-06-30;0.962841578644152
2017-07-31;1.0161143999539772
2017-08-31;1.0340319996991258
2017-09-30;1.0338101827755748
2017-10-31;1.0342300002446063
2017-11-30;1.0541760859350515
2017-12-31;1.0581246248712768
2018-01-31;1.064165761775124
2018-02-28;1.0555415280344838
2018-03-31;1.053692242871858
2018-04-30;1.0591395127257506
2018-05-31;1.0537956259647712
2018-06-30;1.0448565218110513
2018-07-31;1.040524884234068
2018-08-31;1.018400438692209
2018-09-30;1.0201664196148112
2018-10-31;1.015629753107728
2018-11-30;0.9958986090633651
2018-12-31;0.9822138513723733
2019-01-31;0.9692142353838793
2019-02-28;0.9795011268689819
2019-03-31;0.991809531756986
2019-04-30;0.9892264153338153
2019-05-31;0.9875923503189089
2019-06-30;0.9907929913400673
2019-07-31;0.988587152591867
2019-08-31;0.9922704088136384
2019-09-30;0.9955274300388907
2019-10-31;1.0010866405580643
2019-11-30;1.0089197839587127
2019-12-31;1.0142911623857618
2020-01-31;0.9997649531168237
2020-02-29;0.9930812125265017
2020-03-31;0.9689886995475308
2020-04-30;0.9863693708881672
2020-05-31;1.0342140436700769
2020-06-30;1.0471032356442018
2020-07-31;1.0455841497934542
2020-08-31;1.0344678783050523
2020-09-30;1.0367447650427524
2020-10-31;1.037184527894335
2020-11-30;1.0397105451440485
2020-12-31;1.0437657042148074
2021-01-31;1.0679858433677605
2021-02-28;1.0721669835836831
2021-03-31;1.0783172410945843
2021-04-30;1.075273297515483
2021-05-31;1.0985120313264765
2021-06-30;1.0786723759214079
2021-07-31;1.0755943959413738
2021-08-31;1.0880837338561666
2021-09-30;1.0792328160700237
2021-10-31;1.090821134811694
2021-11-30;1.0792500093942614
2021-12-31;1.0791610180477214
2022-01-31;1.07413048539911
2022-02-28;1.0776384613281995
2022-03-31;1.0718840154422682
2022-04-30;1.0671179994196065
2022-05-31;1.0015948064448374
2022-06-30;1.0077509197435077
2022-07-31;1.026671563797938
2022-08-31;1.0262102544692948
2022-09-30;1.0325016964558211
2022-10-31;1.0020581921032556
2022-11-30;0.9981676586215773
2022-12-31;0.9792773882447156
2023-01-31;0.9951697193912803
2023-02-28;0.9882217845679184
2023-03-31;1.000478538386136
2023-04-30;1.0142544997797
2023-05-31;1.0030536758105675
2023-06-30;1.0046270829563357
2023-07-31;0.9854688583567859
2023-08-31;0.9827860568517486
2023-09-30;0.9808236798105606
2023-10-31;0.9828110676473514
2023-11-30;0.9909942937078057
2023-12-31;1.0111179628482216
2024-01-31;0.9588004911301999
2024-02-29;0.9553207695903054
2024-03-31;0.950953224244495
2024-04-30;0.934266744578375
2024-05-31;0.936508765950449
2024-06-30;0.9310013413356216
2024-07-31;0.9273617272554708
2024-08-31;0.9233323715706059
2024-09-30;0.9234965776616574
2024-10-31;0.9406262951002826
2024-11-30;0.9433440626553159
2024-12-31;0.9297908606649369
2025-01-31;0.9761696751181489
