;0
2015-01-31;1.0476180295022304
2015-02-28;0.9735243804074176
2015-03-31;0.5227226808729024
2015-04-30;0.8925516878760018
2015-05-31;1.8559846553599653
2015-06-30;2.9679528413199034
2015-07-31;1.3357402508598473
2015-08-31;1.3134108905589794
2015-09-30;1.0948000184949593
2015-10-31;1.1810114086604526
2015-11-30;0.9310537995153104
2015-12-31;1.0077927268308275
2016-01-31;0.555310036851813
2016-02-29;0.49341483197640906
2016-03-31;0.2819231908131179
2016-04-30;0.5079653285837549
2016-05-31;1.156856039615243
2016-06-30;0.24494812601875238
2016-07-31;0.5991832278789904
2016-08-31;0.37766494271705253
2016-09-30;0.31026044974399003
2016-10-31;0.8894395931395804
2016-11-30;1.2166955502076022
2016-12-31;1.080688191485697
2017-01-31;0.7488877758417396
2017-02-28;0.7553338285589198
2017-03-31;0.4601079449576301
2017-04-30;0.7687429078923146
2017-05-31;0.9695937727379246
2017-06-30;0.6452190580248943
2017-07-31;0.6137922618563671
2017-08-31;1.0433922822266373
2017-09-30;0.9469486731196832
2017-10-31;0.626999399697806
2017-11-30;1.0231922495453596
2017-12-31;1.0231601681971834
2018-01-31;1.0757918397672943
2018-02-28;1.0909378929785265
2018-03-31;0.9968388391203689
2018-04-30;1.0349114898221876
2018-05-31;1.0547370577857615
2018-06-30;1.0617241973693496
2018-07-31;1.2243596914731643
2018-08-31;1.0501217970732737
2018-09-30;1.038240851119902
2018-10-31;1.0618724475240493
2018-11-30;1.0414888175516437
2018-12-31;1.0300337580880632
2019-01-31;0.9387570330566867
2019-02-28;1.0933741018358871
2019-03-31;1.0233751175289756
2019-04-30;1.0005444803301833
2019-05-31;0.9532131971718879
2019-06-30;1.0146487273531706
2019-07-31;0.9685337774463492
2019-08-31;1.0933274295551876
2019-09-30;0.9286556146746298
2019-10-31;0.8384186363732742
2019-11-30;0.8548617673003365
2019-12-31;0.8818165388179592
2020-01-31;1.0765464353496441
2020-02-29;1.0133292833107463
2020-03-31;0.9683643239136969
2020-04-30;0.9434424352106281
2020-05-31;1.0127791947338072
2020-06-30;0.9958813654518068
2020-07-31;1.0780692198216335
2020-08-31;1.116422406788086
2020-09-30;1.1631696078715847
2020-10-31;1.001552198595896
2020-11-30;1.0169455731335697
2020-12-31;0.8267355584326761
2021-01-31;0.9791965840222424
2021-02-28;0.8605483512698329
2021-03-31;1.129552786930678
2021-04-30;1.108031111694175
2021-05-31;1.1327078643185204
2021-06-30;0.9929899003607888
2021-07-31;0.8512025770989947
2021-08-31;1.1100344673944413
2021-09-30;1.1046914392253937
2021-10-31;1.050578256720766
2021-11-30;1.0877789617056721
2021-12-31;1.0880798088665813
2022-01-31;1.0304623928272127
2022-02-28;1.024989244053382
2022-03-31;1.0697412473892611
2022-04-30;1.2575247116909554
2022-05-31;0.9912057373070524
2022-06-30;0.9709381130463683
2022-07-31;0.9968850123980001
2022-08-31;0.9721059967427222
2022-09-30;1.6066635249985248
2022-10-31;0.9950215890100265
2022-11-30;1.0954942103550669
2022-12-31;0.9060220236361402
2023-01-31;1.0327111649650818
2023-02-28;0.9425171134927409
2023-03-31;0.8721995285259487
2023-04-30;0.9428781936508008
2023-05-31;1.024681381699657
2023-06-30;1.2434672872504173
2023-07-31;0.9127209557292304
2023-08-31;1.0470774300483066
2023-09-30;0.9298673391423131
2023-10-31;0.9373352422659547
2023-11-30;0.9001794724487486
2023-12-31;1.048190114835111
2024-01-31;1.0142287804415469
2024-02-29;1.013824456449304
2024-03-31;1.0360801950705225
2024-04-30;0.8858997849885974
2024-05-31;1.0487057953598513
2024-06-30;0.965281797465102
2024-07-31;0.9525034138924534
2024-08-31;0.9689292477608769
2024-09-30;0.988704276231765
2024-10-31;0.9900351659358684
2024-11-30;1.1328760626585626
2024-12-31;0.4119355947363238
2025-01-31;0.8039237640952123
2025-02-28;0.985417685141222
2025-03-31;0.8659223960265291
2025-04-30;0.9223922703472696
2025-05-31;0.8998562739084417
2025-06-30;0.8253766779073424
2025-07-31;0.911781480573296
2025-08-31;0.9953656290477212
2025-09-30;1.1140168066742577
2025-10-31;1.1071337266492265
2025-11-30;1.0532298387616565
2025-12-31;1.0397553483018254
