;alpha;beta;r2;se_beta;res_vol
2015-01-31;0.001057128626297992;1.1372710649483286;0.8677911541586005;0.08388950303390151;0.03179435333567367
2015-02-28;-7.298641609866153e-05;1.0320099983451303;0.8514258894806926;0.0814709973307147;0.01361531286790629
2015-03-31;-0.0002750913124483907;0.9710103762483697;0.8432365699120069;0.0791211366048267;0.011917848531955431
2015-04-30;-0.007157217101107467;0.5227226808729024;0.3694051911906294;0.1290672412509971;0.024828627513403048
2015-05-31;-7.5897931808162e-05;0.9817638358109432;0.49202614179537607;0.18851877421528257;0.020081815910963474
2015-06-30;0.004852829428263454;1.8559846553599653;0.7947944089846106;0.17822251116750198;0.024413335738513526
2015-07-31;-0.0013530337320755883;2.979195203712835;0.6646153248730485;0.3999506215457498;0.05546201701503953
2015-08-31;-0.0013200280093239494;1.3338879315987153;0.9549712576183235;0.05473814631810121;0.011190750461682348
2015-09-30;0.001408976431012867;1.3134108905589794;0.533790077957023;0.23196748024682487;0.01914026009872002
2015-10-31;-0.0012459211506070135;1.1056831544255972;0.7757409669497248;0.11234876074754598;0.013068585022665719
2015-11-30;0.002418925152821322;1.1810114086604526;0.8489500559569072;0.09414435643985496;0.01924169860692334
2015-12-31;-0.00334118781753871;0.8781486796842629;0.614260044526354;0.1315104356926203;0.019222290771011424
2016-01-31;-0.007219224358716408;0.9974960194486159;0.8690007261518226;0.07319080605375987;0.015198885520948153
2016-02-29;-5.474877356118318e-05;0.5700801863441993;0.33961042453911183;0.1502334115653686;0.013890179097110595
2016-03-31;-0.0034866973166867215;0.49132990597794296;0.2664750909993422;0.1540541163210173;0.011742078099433473
2016-04-30;0.003812001449099435;0.2819231908131179;0.03930435719077452;0.26340520221771946;0.01658408243673962
2016-05-31;0.004210012773828195;0.4924532264495836;0.10938270295798336;0.2655566667406172;0.022357524830328934
2016-06-30;-0.00842244172458439;1.156856039615243;0.7572425198924759;0.12378531236979655;0.024352994488278164
2016-07-31;-0.0032790534017118076;0.26073310708302827;0.19082843520547765;0.10146492208371731;0.02400619935176211
2016-08-31;-0.002387617054469145;0.5870348875080011;0.6499954122042305;0.08140791265780326;0.011480474040461593
2016-09-30;0.000581458953165413;0.37766494271705253;0.09427804455324673;0.22121767405960574;0.012223086715778332
2016-10-31;0.0034648939395812844;0.3685879896628021;0.07447034034636935;0.24556454627888089;0.011549508075505541
2016-11-30;0.0006401025804695341;0.8894395931395804;0.3908374436532557;0.20984854415869003;0.013827218109585097
2016-12-31;-0.0012863556690531875;1.2358001454287608;0.30355081739008627;0.35375145880830916;0.02671562214781051
2017-01-31;-0.004874652304023606;1.0788524718445434;0.9016392823441546;0.06734067686680155;0.01553832613995289
2017-02-28;-0.00018040847007504758;0.8401087287916154;0.7634309443634002;0.08837930252183446;0.008125518220170842
2017-03-31;-0.004639429827078446;0.7374163739652694;0.3231198015515985;0.20170091992678024;0.04504114639509864
2017-04-30;0.01051237356407519;0.4601079449576301;0.08311574589410842;0.28879942273992976;0.040847940375831185
2017-05-31;-0.006960035486572421;0.7856806404035999;0.35206672324490484;0.20142793006601759;0.05418659577187697
2017-06-30;0.001028407592047808;0.9695937727379246;0.6162750617590215;0.14458842179977605;0.03442687587696449
2017-07-31;0.007924501156146265;0.6507036545090841;0.7622209513954028;0.06868320957486272;0.02803179840603356
2017-08-31;0.004550291054376173;0.7277539560811738;0.3092663407463455;0.2055391428935527;0.026941635632932833
2017-09-30;0.002121139808596269;1.0433922822266373;0.9510711017754503;0.044724431577725904;0.019250311150985352
2017-10-31;0.0057664803585962075;0.9526308405813345;0.2420363346008375;0.31858808660352106;0.029942255378670214
2017-11-30;0.0018457040440445112;0.626999399697806;0.2913783205083218;0.18478499774429716;0.03778309305591938
2017-12-31;-0.0018093904216139023;1.0220392206772058;0.8803590369615204;0.07120304771798137;0.025403623496998543
2018-01-31;-0.0016674917635527333;1.0211059780002343;0.984311281390223;0.02436235731491794;0.010260502782087913
2018-02-28;-0.0011847509711065307;1.0775594867703546;0.9932902737993767;0.01673695879402652;0.007264835157857052
2018-03-31;0.0010005221339969912;1.094150586518277;0.9872540856844754;0.023494657008581648;0.005901849144009281
2018-04-30;0.0010871271763412181;0.9968388391203689;0.9892758944591776;0.0196140718280547;0.005894599812235523
2018-05-31;-0.0012859188060622886;1.0349032589622689;0.98245926555685;0.02613288451750312;0.005900901091331093
2018-06-30;-0.0010601493498403006;1.0547370577857615;0.9962063898409633;0.012300333245588236;0.0030023630800542515
2018-07-31;-0.002401127998110723;1.0602147267424165;0.9843090619040702;0.025297262633350116;0.004748877174521704
2018-08-31;0.0004809959388597033;1.2356417544320866;0.9809478850622817;0.03254334487351697;0.008086671580429456
2018-09-30;-0.0019437455720235283;1.0501217970732737;0.9832003833974424;0.025941155860199232;0.006085669335660302
2018-10-31;0.0005981930915015411;1.0375152442981834;0.9859015589463204;0.023446835724110802;0.0034043636564845187
2018-11-30;-0.001198085383865765;1.0618724475240493;0.9916899510724352;0.018369916014971358;0.005070729455875152
2018-12-31;-0.0004386372481441246;1.031054886269847;0.983780253770582;0.025019334065450607;0.007215501781315347
2019-01-31;0.0006189878568812351;1.0658710491046481;0.9891460938172975;0.02110029183758224;0.00394854652305469
2019-02-28;8.705327490047659e-05;0.9422961116746904;0.9896229753517337;0.018235174465620344;0.0033733761765259184
2019-03-31;0.001851985011651696;1.0836925932490014;0.9386000131638915;0.052380658092669355;0.005324979817643198
2019-04-30;-0.0023794912558984067;1.0233751175289756;0.9732972557112374;0.03203399006998587;0.006417950754396967
2019-05-31;-0.002132053013768224;1.0045152329616638;0.9587137066886864;0.039394536024346234;0.009608591676150679
2019-06-30;-0.0026863593049649454;0.9532131971718879;0.947616333512186;0.04235383186941178;0.00947582361100641
2019-07-31;-0.0016792184177784643;1.0109329687625612;0.9846500451532797;0.023853710436091666;0.006156754598821255
2019-08-31;-0.002604059739941638;0.9719553025181109;0.9383278943465037;0.047090613936219744;0.007265060650196007
2019-09-30;6.941085803801434e-05;1.0933274295551876;0.9816362043932285;0.02826032614449786;0.005465063820060353
2019-10-31;0.001011378069595417;0.9265189980991054;0.9694776648726557;0.031068142422881407;0.0051713743024819235
2019-11-30;0.0023467506231783512;0.8384186363732742;0.829837836452783;0.0717491549995055;0.012127642325503818
2019-12-31;-0.0009120463543152309;1.0450550970318608;0.9873484442944973;0.022356144859660695;0.0031397602410315265
2020-01-31;0.0017433999720596236;0.8819144442199579;0.9528023509741993;0.037094217418922805;0.007871945819394563
2020-02-29;0.00017185582676376102;1.072861087342824;0.9917462082075587;0.018496559691724295;0.003575460903859364
2020-03-31;-0.0007953934371516007;1.0134493106768834;0.9986847997734787;0.006950318929340523;0.003956956487083748
2020-04-30;-9.979228392782116e-05;0.9683643239136969;0.9848382578283819;0.02270658712549048;0.004319437480390107
2020-05-31;0.00017718775581682404;0.9482176531910468;0.9530185156193735;0.03978704807361226;0.006306946733641292
2020-06-30;0.0004286382860330742;1.0127791947338072;0.9738247651133642;0.031379111464345924;0.00398530869090808
2020-07-31;1.4578954881838864e-06;0.9906596303387428;0.8984510134938958;0.06294134878451843;0.006385569769292557
2020-08-31;0.000765027881481907;1.096105998710651;0.9772726769367855;0.031589285517397515;0.004846214585728261
2020-09-30;-0.00021695415831259296;1.116422406788086;0.9894942696424689;0.021739823398861047;0.004712719314345417
2020-10-31;0.0012936140868803428;1.1619286378400209;0.362165289469648;0.29140775337311864;0.029677865816924946
2020-11-30;-0.0009864067124442217;1.001552198595896;0.9296263780554899;0.05207692178832041;0.011534242275311487
2020-12-31;-0.0030963357620414455;1.0083510248920509;0.8054585102964322;0.09365204382717968;0.019020144505007677
2021-01-31;0.003018267429334104;0.81489319049967;0.8450819231618631;0.06593610906663329;0.019589889444134884
2021-02-28;0.0009385443236172445;0.960819408341559;0.9010074890798309;0.060186587644874556;0.01642167886858473
2021-03-31;0.0029054846953644998;0.843670805042672;0.8424773773752274;0.06894239210121977;0.011405101475115993
2021-04-30;-0.002119776972140163;1.129552786930678;0.9119433946478787;0.06633222180646303;0.015256975001752429
2021-05-31;0.00019221927073539286;1.1043617409008992;0.9810064279105486;0.02904020883986671;0.015857014944332108
2021-06-30;-0.0009220160285966126;1.1327078643185204;0.9521320513792491;0.04799684777783711;0.015390539837332844
2021-07-31;-0.0014752191130039372;1.0206386271142838;0.9293777133213048;0.053170132894084614;0.00943407702984774
2021-08-31;0.00011197372560163555;0.8575500091539917;0.7452143717934034;0.09476048890986964;0.020016119419372886
2021-09-30;-0.0005569640161974996;1.1100344673944413;0.9795302284385645;0.030325294353501998;0.00848451975184113
2021-10-31;-0.0019915186299625863;1.0841527012382892;0.8605450039371234;0.08247867692722557;0.011900145267970962
2021-11-30;-0.0012523888094528714;1.050578256720766;0.952716788703316;0.04423041004460489;0.007985765860334492
2021-12-31;-0.00011835553589592708;1.0876129632003095;0.976074234114076;0.03218006075526868;0.007024652211411634
2022-01-31;3.10242173146881e-05;1.0856976020562534;0.9472849396629799;0.04840128597024536;0.01035092613046487
2022-02-28;-0.0018060588867190815;1.0315109872326182;0.9902831334299654;0.019309822028459822;0.004644345907305996
2022-03-31;-9.370380629891966e-05;1.0268118438933327;0.9848690484242469;0.024052251145241243;0.0040234818554551405
2022-04-30;-0.001908930887787335;1.0697412473892611;0.9715894742641965;0.0345698870596381;0.0061788631081234864
2022-05-31;-0.011129130205776593;1.254794159155073;0.7610599370393348;0.13287048775754887;0.04428312661049557
2022-06-30;0.001418621927947887;0.9912057373070524;0.9687138233222916;0.0336638117628783;0.009016929585289367
2022-07-31;-0.0006673727419301637;0.9709923496931568;0.9765997418356123;0.02840460892883263;0.00611178710131558
2022-08-31;0.00013188522033734927;0.9946486360240488;0.985921498874405;0.022461963502764956;0.00392530965105115
2022-09-30;-0.001509063432394725;0.9721059967427222;0.9501414306170214;0.04208335785382126;0.007275145641394488
2022-10-31;8.523066933711188e-05;1.6141812698567057;0.16624929526559262;0.6831427890985586;0.07488110797226433
2022-11-30;-0.0027979048741907514;0.9950215890100265;0.9639513404223556;0.036363903167855316;0.01086632680277543
2022-12-31;-0.001357731814377888;1.081230825807482;0.9770357898123933;0.03132635920834303;0.0036588126660529784
2023-01-31;0.0017440784876307197;0.9050750344261242;0.7728703067620853;0.09272337177709045;0.012932072338815862
2023-02-28;0.0016963031922126236;1.0295950230809534;0.9372717982335068;0.05033685328788699;0.007879897161327408
2023-03-31;-0.0030976280354998277;0.9430098004175501;0.95856082190451;0.037053814225100845;0.0063955194508469706
2023-04-30;-0.0023616642094963472;0.8721995285259487;0.6908381263289134;0.11026600710849677;0.012049777511453915
2023-05-31;-0.001061181609825928;0.9542613882644121;0.9666190625050365;0.03351273889942064;0.002816627938665854
2023-06-30;-0.0011097293152543884;1.024681381699657;0.9097869169450548;0.06097822079957157;0.008931705928441723
2023-07-31;0.00946017314888414;1.2541165145979332;0.23410757810100913;0.42868177600343194;0.0538969791892744
2023-08-31;-0.002992516853837281;0.9108867416615871;0.6988039467332381;0.11301402143719355;0.012704874447256176
2023-09-30;-0.0002528171255825629;1.0470774300483066;0.8420077857185907;0.08571554128320864;0.005781689061556574
2023-10-31;0.000452559346412127;0.9482250570052317;0.8668661569955936;0.07022643493581814;0.006573683036670101
