;alpha;beta;r2;se_beta;res_vol
2016-01-31;-0.0012138362888961904;1.1655680624872007;0.7181422746553576;0.038326049068139335;0.02178040531245004
2016-02-29;-0.001524644869317473;1.157751032392298;0.6978167341581252;0.03998769580793595;0.022081528291283663
2016-03-31;-0.0018861395350082252;1.2609036736500658;0.7405498672661265;0.03917223866927931;0.02008597907998476
2016-04-30;-0.0012937054245711402;1.2395368166942724;0.7198659226242378;0.040584788011563434;0.02038441193598436
2016-05-31;-0.0013574909373563976;1.2345584471816387;0.7145866642538521;0.04095133083495787;0.020291401829146585
2016-06-30;-0.002598452548520479;1.1625135744695279;0.7145064060711417;0.03856912982500337;0.01998240841438472
2016-07-31;-0.0023010965336409867;0.9090812317977855;0.6394259869027625;0.035830382940579386;0.019805253925847616
2016-08-31;-0.001996196386804474;0.8175213947380394;0.5872934031582064;0.03596987749168519;0.019091041520564258
2016-09-30;-0.0019206646414087853;0.8020282536036727;0.5852785924459255;0.03543506734421854;0.018670327784982753
2016-10-31;-0.0015368677883899702;0.7804190962630051;0.5655446944619875;0.035901588231081756;0.01849080547764254
2016-11-30;-0.0016359480982868367;0.69882429578621;0.509598590924006;0.03598126505176259;0.017141805706534098
2016-12-31;-0.001272015390324141;0.6932091752976698;0.469104399271134;0.03870622352193812;0.017774696107556012
2017-01-31;-0.001402377770365888;0.7313403202147297;0.5003865454794654;0.038355747933078096;0.01805112077772805
2017-02-28;-0.0014120050136687827;0.7397776340124347;0.514837046752867;0.03769266153872147;0.017731232655946512
2017-03-31;-0.0014998363077036642;0.7312236812662941;0.487644559364251;0.03933968879056344;0.020586079154831564
2017-04-30;-0.001645386960902082;0.7281754596092784;0.46704583513194986;0.04082704095792031;0.022111670182191703
2017-05-31;-0.0019123625204455132;0.7357974845990936;0.46056736187861;0.0417952586237431;0.025623058033376302
2017-06-30;-0.001227812522682322;0.728726503969365;0.4533440927920993;0.04200048397917195;0.026374990844493726
2017-07-31;-0.00036872489967061884;0.7465625167813656;0.5399246770335242;0.03617101951296912;0.025988648661451882
2017-08-31;2.329146486298575e-05;0.7491105501874116;0.5254892021319295;0.03736231284516865;0.026806045805304282
