;0
2015-01-31;0.7968630729690989
2015-02-28;0.7360238341217893
2015-03-31;0.9824828217700547
2015-04-30;2.0961226991941517
2015-05-31;1.8624445840796193
2015-06-30;1.805222480073847
2015-07-31;1.293812795227179
2015-08-31;1.1742296499876568
2015-09-30;1.0912015356709919
2015-10-31;1.0586672764347043
2015-11-30;0.936855771897919
2015-12-31;0.8945770863998728
2016-01-31;0.4362623912593267
2016-02-29;0.4211727708448454
2016-03-31;0.9478898045080064
2016-04-30;0.6123334048419726
2016-05-31;0.6200243500252189
2016-06-30;0.35447975660908865
2016-07-31;0.5559748304674746
2016-08-31;0.5746098107367185
2016-09-30;0.8989533323918371
2016-10-31;1.0778533954537322
2016-11-30;1.064008484039778
2016-12-31;0.8930992516723802
2017-01-31;0.6713588249111361
2017-02-28;0.7015825891899167
2017-03-31;0.7876887138536119
2017-04-30;0.7199696483046579
2017-05-31;0.7128067741358224
2017-06-30;0.8390310187138678
2017-07-31;0.9963269399696212
2017-08-31;0.9555033204952434
2017-09-30;0.9059217987187952
2017-10-31;0.9707582582129443
2017-11-30;1.040963206301143
2017-12-31;1.0556386042645356
2018-01-31;1.0576487533637358
2018-02-28;1.0408202066217362
2018-03-31;1.027699646011335
2018-04-30;1.0467748518991324
2018-05-31;1.120531032188945
2018-06-30;1.1215591428728957
2018-07-31;1.1251384523772303
2018-08-31;1.0537318876830222
2018-09-30;1.0513830389548513
2018-10-31;1.0456259515760555
2018-11-30;1.0127645094783102
2018-12-31;1.0046122405884796
2019-01-31;0.9980312502891142
2019-02-28;1.0176157025598718
2019-03-31;0.9873242462774452
2019-04-30;0.9930529893966151
2019-05-31;0.982569456686485
2019-06-30;1.0240710549157948
2019-07-31;1.0141181032895918
2019-08-31;1.0317676319974818
2019-09-30;0.8683230663448713
2019-10-31;0.863993680189383
2019-11-30;0.9509374077810038
2019-12-31;1.005552713145236
2020-01-31;1.0153699362936337
2020-02-29;1.004758160658978
2020-03-31;0.9698734605234335
2020-04-30;0.9779644893643494
2020-05-31;1.041799841382013
2020-06-30;1.0887030265804982
2020-07-31;1.1114575152013733
2020-08-31;1.0631914039543446
2020-09-30;1.0241238998970292
2020-10-31;0.9230424634053135
2020-11-30;0.9189540715039074
2020-12-31;0.8848928875369567
2021-01-31;1.007042632214199
2021-02-28;1.0887261765277192
2021-03-31;1.1124749363816844
2021-04-30;1.1021631482611554
2021-05-31;1.0347628356654919
2021-06-30;1.0129546656998796
2021-07-31;1.0250310235512774
2021-08-31;1.0923261477510042
2021-09-30;1.0762685055123016
2021-10-31;1.0767237346761238
2021-11-30;1.0638198759476052
2021-12-31;1.0488218477487663
2022-01-31;1.0451126703773737
2022-02-28;1.1934561677363387
2022-03-31;1.1405794352143428
2022-04-30;1.120311141330684
2022-05-31;0.9820229038461469
2022-06-30;0.9768879114020773
2022-07-31;1.0895306467072685
2022-08-31;1.0527826692688897
2022-09-30;1.0768747136468206
2022-10-31;1.0020428442287872
2022-11-30;1.0136759728171958
2022-12-31;0.9636689102203939
2023-01-31;0.9581927523692432
2023-02-28;0.924911321388201
2023-03-31;0.9503872381877877
2023-04-30;1.0953446057247023
2023-05-31;1.0826312994028515
2023-06-30;1.1110592643477106
2023-07-31;0.9546738137992367
2023-08-31;0.9540326332281932
2023-09-30;0.91926504883123
2023-10-31;0.9757028869872805
2023-11-30;0.9907436010668017
2023-12-31;1.0211773791493943
2024-01-31;1.015820106673764
2024-02-29;0.9937892626689995
2024-03-31;0.9894150326644099
2024-04-30;0.9540229421726657
2024-05-31;0.9722357976925955
2024-06-30;0.9586884831691844
2024-07-31;0.9635674630947625
2024-08-31;1.0069256387692165
2024-09-30;1.0650976759660193
2024-10-31;0.8922635972185563
2024-11-30;0.8499445647796166
2024-12-31;0.8338099937990217
2025-01-31;0.9238045220921031
2025-02-28;0.9189608661234919
2025-03-31;0.8900383067719199
2025-04-30;0.9028503493453395
2025-05-31;0.9088387208235775
2025-06-30;0.923252409016789
2025-07-31;1.020703998049281
2025-08-31;1.0927795728936018
2025-09-30;1.0969065856174143
2025-10-31;1.0689784231661914
