;alpha;beta;r2;se_beta;res_vol
2016-01-31;-0.00010129872613951526;0.47838622180713497;0.3888601541871899;0.06320132452081395;0.03591683718558273
2016-02-29;-0.00012290408291592517;0.4532574485782189;0.36322025176190864;0.06523296703341792;0.03602217076951261
2016-03-31;2.7948027070936175e-05;0.4378318148443094;0.3492227070742516;0.06997412038482229;0.03587996923168277
2016-04-30;0.000857482199028555;0.41540129854222974;0.3251184766291816;0.07162362622871689;0.03597420543330554
2016-05-31;0.0011770838088288097;0.40350581955433595;0.3114192343341229;0.0729225833113547;0.03613317101594604
2016-06-30;-0.00016522914961633844;0.36723634582193876;0.3032449818640339;0.06886640375720429;0.035679223569474304
2016-07-31;-0.0003093494959955812;0.30226785246235677;0.33556856280784797;0.04996858172237137;0.027620147151852643
2016-08-31;0.0004426717078033078;0.24895653846099108;0.28182699294280256;0.04914295555548135;0.026082663338784243
2016-09-30;0.00039235392567293925;0.24581441860387687;0.28281925737026936;0.048194328172955964;0.02539303497367068
2016-10-31;0.0004333167630983241;0.23246806486275018;0.2645645946989229;0.04850056031811966;0.02497979812554932
2016-11-30;0.00045432840460144115;0.1948028839122944;0.21809288780682223;0.047892727232726716;0.022816535877723924
2016-12-31;0.0008445001711554007;0.18313485722009365;0.18933055107793084;0.05085777382687347;0.02335493861774265
2017-01-31;0.0010818553745225463;0.20338231636806214;0.2129188025746317;0.05090009611658957;0.02395478727729738
2017-02-28;0.0009311539212124041;0.21091283020392826;0.22358822720246163;0.05043681882716205;0.023726288687030413
2017-03-31;0.0014346882683631311;0.22592863590367873;0.2224962075431518;0.05196630638327424;0.027193466178281625
2017-04-30;0.002340611747434375;0.22077752714623328;0.20314368630756852;0.054474801753311375;0.029503212119903227
2017-05-31;0.0028306284327939265;0.20559177870627476;0.19059179654448655;0.055333472803122515;0.033922814010707535
2017-06-30;0.0034109127681266863;0.20595794159026148;0.1909250873920838;0.05500011025057512;0.03453834972531341
2017-07-31;0.0036748775778215363;0.2647888807783422;0.27698067738926324;0.04849518580723061;0.03484348416731949
2017-08-31;0.004943213238731262;0.24928346534193493;0.2554618965652319;0.05013756126808178;0.035971803177389274
2017-09-30;0.0038791832632644923;0.3472142729133889;0.3823760676371939;0.04514640489880218;0.03799999964846111
2017-10-31;0.0041276925591657585;0.34391776364062715;0.37151030904430404;0.04616365011082901;0.03899675925406271
2017-11-30;0.004603371626473762;0.34332802014521024;0.36344458665668955;0.04648485052096066;0.040316855351111985
2017-12-31;0.005782919167763186;0.34251481525479827;0.38999762905698765;0.044870796738780486;0.04232122128556643
2018-01-31;0.005438851802957133;0.35040868066782227;0.4188072125617227;0.043203671607022764;0.043737960875820034
2018-02-28;0.004498872327954883;0.39145384933441196;0.47460845880062685;0.04111213181938753;0.045077770126157
2018-03-31;0.00325929717805824;0.419855063744436;0.5223904136554829;0.03889009188400681;0.043229301176888585
2018-04-30;0.0030751195822981813;0.4558001491209208;0.5792185527428415;0.03597966983520939;0.04117178647139622
2018-05-31;0.0019750028735659635;0.5242322425330512;0.6688153762430625;0.03155024789839653;0.03565200322222646
2018-06-30;0.0010149713557539354;0.5627586553002228;0.7145535245917802;0.029052843067969323;0.032908584397377774
2018-07-31;0.00020588251401621165;0.5650568382573207;0.7163132413465236;0.03007470024030132;0.032150524602646675
2018-08-31;-0.0005757624870428681;0.6199710696430655;0.7665008508811841;0.027448394475544577;0.029838692641840848
2018-09-30;-0.0006684568272971983;0.5826468854833281;0.736540348243844;0.02919897029649136;0.029857242603376938
